FECHA;TIPO VALOR;EMISORA;SERIE;PRECIO LIMPIO;PRECIO SUCIO;INTERESES ACUMULADOS;CUPON ACTUAL;SOBRETASA;NOMBRE COMPLETO;SECTOR;MONTO EMITIDO;MONTO EN CIRCULACION;FECHA EMISION;PLAZO EMISION;FECHA VCTO;VALOR NOMINAL;MONEDA EMISION;SUBYACENTE;REND. COLOCACION;ST COLOCACION;FREC. CPN;TASA CUPON;DIAS TRANSC. CPN;REGLA CUPON;CUPONES EMISION;CUPONES X COBRAR;HECHO DE MKT;FECHA U.H.;PRECIO TEORICO;POST COMPRA;POST VENTA;YIELD COMPRA;YIELD VENTA;SPREAD COMPRA;SPREAD VENTA;MDYS;S&P;BURSATILIDAD;LIQUIDEZ;CAMBIO DIARIO;CAMBIO SEMANAL;PRECIO MAX 12M;PRECIO MIN 12M;SUSPENSION;VOLATILIDAD;VOLATILIDAD 2;DURACION;DURACION MONET.;CONVEXIDAD;VAR;DESVIACION STAND;VALOR NOMINAL ACTUALIZADO;CALIFICACION FITCH;FECHA PRECIO MAXIMO;FECHA PRECIO MINIMO;SENSIBILIDAD;DURACION MACAULAY;TASA DE RENDIMIENTO;HR RATINGS;DURACION EFECTIVA
20131231;*C;BHDUSD;BHD;0.37697;0.37697;0;0;0;[BHD] BAHRAIN DINAR (USD);TIPO DE CAMBIO;NA;NA;NA;NA;NA;NA;[BHD] Bahrain Dinar (USD);NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;-
20131231;*C;BMDUSD;BMD;1;1;0;0;0;[BMD] BERMUDA DÓLAR (USD);TIPO DE CAMBIO;NA;NA;NA;NA;NA;NA;[BMD] Bermuda Dólar (USD);NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;-
20131231;*C;BMXPAED;BAED;3.56285;3.56285;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPARS;BARS;2.00713;2.00713;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPAUD;BAUD;11.70521;11.70521;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBBD;BBBD;6.54215;6.54215;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBMD;BBMD;13.0843;13.0843;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBOB;BBOB;1.8933;1.8933;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBRC;BBRL;5.53728;5.53728;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBSD;BBSD;13.0843;13.0843;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPBZD;BBZD;6.57486;6.57486;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCAD;BCAD;12.31494;12.31494;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCHF;BCHF;14.7146;14.7146;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCLP;BCLP;0.0249;0.0249;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCNH;BCNH;2.15891;2.15891;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCNY;BCNY;2.16113;2.16113;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCOP;BCOP;6.78115;6.78115;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCRC;BCRC;0.0261;0.0261;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCUP;BCUP;13.0843;13.0843;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPCZK;BCZK;0.65972;0.65972;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPDKK;BDKK;2.41667;2.41667;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPDOP;BDOP;0.30617;0.30617;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPDZD;BDZD;0.16748;0.16748;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPEGP;BEGP;1.88283;1.88283;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPESD;BESD;13.0843;13.0843;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPEUR;BEUR;18.03017;18.03017;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPFJD;BFJD;6.96739;6.96739;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPGBP;BGBP;21.66891;21.66891;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPGTO;BGTQ;1.66825;1.66825;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPGYD;BGYD;0.06322;0.06322;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPHKD;BHKD;1.68748;1.68748;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPHNL;BHNL;0.64767;0.64767;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPHUF;BHUF;0.06071;0.06071;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPIDR;BIDR;1.07512;1.07512;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPILS;BILS;3.77402;3.77402;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPINR;BINR;0.21151;0.21151;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPIQD;BIQD;0.01123;0.01123;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPJMD;BJMD;0.12168;0.12168;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPJPY;BJPY;0.1245;0.1245;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPKES;BKES;0.15178;0.15178;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPKRW;BKRW;12.46361;12.46361;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPKWD;BKWD;46.38646;46.38646;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPMAD;BMAD;1.60283;1.60283;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPMYR;BMYR;3.98809;3.98809;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPNGN;BNGN;0.08158;0.08158;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPNIC;BNIC;0.51814;0.51814;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPNOK;BNOK;2.15629;2.15629;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPNZD;BNZD;10.76576;10.76576;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPPAB;BPAB;13.0843;13.0843;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPPEN;BPEN;4.68032;4.68032;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPPHP;BPHP;0.29462;0.29462;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPPLN;BPLN;4.33614;4.33614;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPPYG;BPYG;2.84584;2.84584;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPRON;BRON;4.03127;4.03127;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPRUB;BRUB;0.39776;0.39776;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPSAR;BSAR;3.48827;3.48827;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPSEK;BSEK;2.03535;2.03535;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
20131231;*C;BMXPSGD;BSGD;10.36669;10.36669;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;-;-;-;-;-;-;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-;-;-;NA;NA;NA;NA;NA;NA;-;-;0;NA;-
